#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
filtered_barcode04_extracted_plasmids.fastq	29fc6b6c-0342-4267-90e0-d3e6615d1c7b	61	1086	+	mdf(A)_1	241-1233/1233	..======/======	41/77	78.75	86.83	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2a496ce1-f9e5-4165-9b9b-f35366ec77fd	38	1267	+	mdf(A)_1	1-1233/1233	========/======	42/77	96.76	86.61	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2a4ae83f-40f4-4b7e-abbd-cf612a11b831	3	873	+	mdf(A)_1	322-1229/1233	...=====/======	23/53	69.99	89.19	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2a5858f1-a949-498f-8391-8fe3ba87c421	163	1364	+	mdf(A)_1	1-1233/1233	========/======	36/67	96.03	89.05	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2a8ac9f1-322c-49bb-b1c1-d570b3eff2d1	2582	3554	+	blaCFE-1_1	136-1097/1146	.=======/======	38/77	81.06	69.19	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	2aef7fa1-f837-4fdc-aead-a74fbab3b88f	2466	3698	-	mdf(A)_1	1-1226/1233	========/======	48/73	96.76	88.94	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2aefc914-c07d-4e33-ab58-0dbb11f80c67	6500	6847	+	tet(34)_1	66-413/465	.=======/=====.	11/16	73.12	71.35	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	2b0391c5-0603-46e3-a772-2f39f3ade5c6	1534	2394	-	blaCMY-122_1	76-944/1146	========/====..	33/64	72.69	66.78	resfinder	KM985460	blaCMY-122	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2b5f04fe-5668-41d8-b8a3-65bcf6a1efcd	296	1230	-	blaCMY-104_1	136-1094/1146	.=======/======	34/60	80.02	70.42	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2b767bd5-6d0d-4f4c-af15-d839c3213cd7	1554	2724	-	mdf(A)_1	1-1233/1233	========/======	35/112	92.94	86.72	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2b997ab5-49d3-4cc2-92a4-031404b7e201	3441	4420	+	blaCMY-104_1	135-1097/1146	.=======/======	36/65	81.94	68.83	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2ba03e96-de4e-44f3-b3d6-f8ae3bbc190a	2022	3184	-	mdf(A)_1	10-1220/1233	========/======	63/128	91.08	82.73	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2bbd45a1-4be2-4621-bc91-e83e759965be	674	1664	+	blaCFE-1_1	76-1103/1146	========/======	41/83	84.47	67.08	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	2bee0adf-8de5-42fc-bbf6-b39118142085	2335	3570	-	mdf(A)_1	1-1233/1233	========/======	44/79	96.92	87.99	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2bf872f5-0093-407b-ab65-4bb01a6e5147	120	1036	-	mdf(A)_1	5-955/1233	========/===...	57/114	71.13	76.69	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2bfdfbb7-955a-4b13-93c8-e8dabbd359e5	4963	5306	+	tet(34)_1	66-421/465	.=======/=====.	11/20	73.12	71.94	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	2c13a895-10ba-4ea3-926d-68e95d5c8057	3816	4171	+	tet(34)_1	63-421/465	.=======/=====.	10/29	73.76	69.89	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	2c3436bb-bc4f-4ed2-86e6-7c149f509221	2146	2506	+	tet(34)_1	66-421/465	.=======/=====.	17/29	73.98	72.92	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	2c538195-c847-4d4b-8f3f-1ead0ab4ce0c	192	1428	-	mdf(A)_1	1-1233/1233	========/======	49/76	97.08	88.06	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2c6931aa-8a7d-4e69-ac9b-d2f60f8c666c	3195	4198	-	blaCMY-124_1	87-1100/1146	.=======/======	41/76	84.73	67.81	resfinder	KM985462	blaCMY-124	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2c81557b-4e5c-4957-9325-3a7a74f805b4	2370	3136	-	blaZEG-1_1	73-831/1013	.=======/====..	36/80	71.37	66.62	resfinder	AY265891	blaZEG-1	
filtered_barcode04_extracted_plasmids.fastq	2ccbc7ae-68b0-43da-a743-a34116df37c4	239	1098	-	blaACT-4_2	220-1103/1146	..======/======	31/64	73.30	67.92	resfinder	AJ311172	blaACT-4	
filtered_barcode04_extracted_plasmids.fastq	2d03eab3-b4a9-4cac-b7a5-5ef81cb4e0a9	5652	6460	+	mdf(A)_1	1-811/1233	========/==....	19/32	64.40	89.10	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2d112c9c-9d94-4164-8d7f-1ef986d0e984	3612	4533	-	blaCMY-77_1	133-1100/1146	.=======/======	43/96	78.27	66.06	resfinder	JX440353	blaCMY-77	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2d1427eb-ac8d-40bd-8eab-2ae07cc9df6a	4323	4677	-	tet(34)_1	69-421/465	..======/=====.	9/18	74.19	72.18	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	2d1b9835-662c-47c1-9f6e-d272b67be230	2175	3222	+	blaCMY-104_1	37-1103/1146	========/======	32/57	89.79	69.61	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2d4d3f2b-5ea4-404b-be57-b55e6f06c8ea	90	872	+	blaACT-1_1	320-1106/1146	...=====/======	32/56	66.06	67.16	resfinder	U58495	blaACT-1	
filtered_barcode04_extracted_plasmids.fastq	2d5fa73b-e12d-4311-9d69-766a8ae7a40e	238	599	-	tet(34)_1	66-421/465	.=======/=====.	13/18	75.27	69.84	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	2d7840e4-ebac-4de5-a827-0b4eaf88b25a	1518	2750	+	mdf(A)_1	1-1229/1233	========/======	53/94	96.03	84.27	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2d7935f6-4505-4db0-b373-e544800dc36b	2782	3135	-	tet(34)_1	66-421/465	.=======/=====.	12/22	73.98	71.31	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	2d8e839c-cf0a-4fa0-87e9-adff910019ee	1632	2821	-	mdf(A)_1	3-1224/1233	========/======	33/54	95.62	90.67	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2d9a29d2-36d3-456e-9ddc-06f2a8dc2bac	1599	2559	-	blaCMY-113_1	133-1103/1146	.=======/======	37/68	81.33	69.40	resfinder	KM087836	blaCMY-113	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2db2e86a-7fe1-44af-a919-d65821285ea3	2476	3967	+	lsa(A)_1	1-1497/1497	========/======	54/91	96.79	89.67	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	2dce6539-4dc3-4837-bef6-f0f845614660	5946	6728	+	blaCFE-1_1	135-917/1146	.=======/====..	23/40	66.58	70.61	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	2ddda1b5-5611-4248-a0ee-492e505cb8d9	2839	3819	+	blaCFE-1_1	140-1146/1146	.=======/======	38/90	82.81	66.51	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	2de7cf76-04ed-4eeb-ae84-6ce2c60922e8	1227	2425	-	mdf(A)_1	1-1227/1233	========/======	60/110	93.92	85.41	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2e085ee2-75ad-491c-b261-8b8433d99230	3984	5026	+	blaCMY-64_1	37-1094/1146	========/======	36/71	88.57	68.23	resfinder	HQ832678	blaCMY-64	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2e6f6163-29b2-4346-900d-0a036386ab45	1938	3022	+	blaCMY-104_1	37-1130/1146	========/======	36/67	92.15	69.19	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2e785d0e-7bc7-40ef-b767-5789bd09a456	200	1262	-	blaCFE-1_1	77-1130/1146	========/======	37/65	89.53	68.19	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	2ea04f85-f0ad-4740-8ee7-37ebce50073a	3943	4295	-	tet(34)_1	69-417/465	..======/=====.	13/18	73.55	72.50	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	2ea4ba25-cb7c-4c2e-a98c-04fd006f75b4	2574	3645	-	blaCFE-1_1	37-1123/1146	========/======	37/75	90.92	67.95	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	2f04cd8a-7b1b-4387-b9b6-28f231f8a182	4877	6090	+	mdf(A)_1	1-1230/1233	========/======	54/114	94.48	84.52	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2f2fb3c6-448e-43f3-ab9d-036e9a0ee025	2197	3434	+	mdf(A)_1	1-1233/1233	========/======	21/31	98.95	93.61	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2f76d52a-0223-41fd-add0-4fafb080f8bb	2672	3886	-	mdf(A)_1	1-1233/1233	========/======	40/76	96.19	88.11	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2f7cc1f0-d00c-403e-be8b-1ae885662054	330	1311	-	blaCMY-64_1	76-1100/1146	========/======	40/85	83.86	67.78	resfinder	HQ832678	blaCMY-64	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	2fa18193-e297-4e12-9797-d51a00dc424d	4306	5541	-	mdf(A)_1	1-1233/1233	========/======	37/63	97.57	91.15	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2fc61795-d2ff-4167-90dc-f331c97fa469	2379	3609	+	mdf(A)_1	1-1230/1233	========/======	48/87	96.27	85.40	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	2fee2776-ef33-46e2-b3bc-ae5db0d7d039	7	1012	-	mdf(A)_1	1-990/1233	========/====..	37/64	78.35	88.25	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	3006ed08-0e60-49d5-b873-1b5dcbe90cf6	4651	5852	-	mdf(A)_1	1-1230/1233	========/======	64/120	93.76	83.31	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	305c6711-8b49-43c7-88dc-13facd151c64	1	894	-	mdf(A)_1	1-937/1233	========/===...	20/49	72.26	89.25	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	30653591-fe51-44fd-8471-0792fde70427	3656	4927	+	mdf(A)_1	4-1233/1233	========/======	41/70	98.62	89.74	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	307f4e08-8ae1-4a31-9cd9-e56bc0c20e6d	2374	3297	+	blaCMY-74_1	37-944/1146	========/====..	38/84	76.27	68.27	resfinder	JX440349	blaCMY-74	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	3103325c-23c3-4989-9ab6-4357a908a596	2377	3582	+	mdf(A)_1	1-1214/1233	========/======	24/32	96.84	93.31	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	311eb873-7dc7-4ce8-83b6-abf70951ed6d	972	2104	+	mdf(A)_1	30-1233/1233	========/======	58/121	89.86	80.23	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	3137e32e-7960-4f28-8ad4-52be8f61294c	718	1137	+	tet(34)_1	1-421/465	========/=====.	18/25	87.74	69.28	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	3152cb2b-d97e-4ab8-b428-ba2c056fc399	829	2294	-	lsa(A)_1	1-1497/1497	========/======	49/123	94.86	89.69	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	31607dd2-41ec-425f-a7e1-d0cc236dd90f	2019	3215	+	mdf(A)_1	1-1221/1233	========/======	63/134	92.62	80.80	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	318110ea-980d-4a18-a13e-56924feb8af2	911	1911	+	blaCFE-1_1	136-1129/1146	.=======/======	37/57	84.55	67.45	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	319c57c8-41f1-495a-b71e-1f2d6ad217cd	2544	3462	-	blaCMY-64_1	158-1100/1146	.=======/======	27/62	78.53	68.71	resfinder	HQ832678	blaCMY-64	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	31b2b81a-b012-4e68-b840-5b3259a7359c	3134	4310	+	mdf(A)_1	1-1226/1233	========/======	58/121	92.54	85.02	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	31b96639-3532-4311-ab60-aa7c8a65e512	303	1379	-	blaCMY-101_1	41-1146/1146	========/======	44/85	91.54	66.40	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	31ca417d-a52e-4268-a974-a90f65f0f2a5	2448	3319	+	blaCMY-104_1	133-1007/1146	.=======/=====.	25/41	74.43	69.35	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	31cc8651-174f-474d-82c6-2d2af27ea37c	2026	3178	-	mdf(A)_1	68-1231/1233	========/======	37/63	91.40	90.25	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	31e48647-172b-4f75-a476-be6543d91e07	3200	4431	+	mdf(A)_1	1-1233/1233	========/======	51/89	96.35	83.71	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	321dcfd8-ec26-4710-a8b2-3b479741f059	504	857	-	tet(34)_1	67-421/465	..======/=====.	14/19	74.19	70.88	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	322d1184-a7b6-4f7d-84c6-97266068a35e	2	842	+	mdf(A)_1	369-1233/1233	....====/======	41/88	65.61	82.94	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	323252f4-9260-42d7-b221-a02959936d34	244	585	+	tet(34)_1	66-421/465	.=======/=====.	9/18	73.12	71.23	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	32594313-534b-4a7e-b81b-8f247b527538	1144	2343	-	mdf(A)_1	1-1226/1233	========/======	41/62	95.86	88.91	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	32965748-4fd8-4278-9fc2-8ed4bb3285cd	882	2084	-	mdf(A)_1	7-1223/1233	========/======	48/80	94.89	86.64	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	32b9f717-f99f-4ecf-b774-0814c11965d6	198	1157	+	blaCMY-104_1	141-1130/1146	.=======/======	31/74	81.85	68.78	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	3303ee0f-70a4-4aca-8f57-c616436f226d	3564	4544	-	blaCMY-104_1	87-1087/1146	.=======/======	35/58	83.94	69.51	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	3307f3b1-b4ea-41e7-ae7b-8087fa39d255	85	828	-	blaCMY-104_1	34-764/1146	========/==....	28/57	61.87	68.41	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	334f44cf-2665-451b-a20a-1546cfa8b605	376	1316	-	blaCMY-101_1	143-1099/1146	.=======/======	39/68	79.84	68.67	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	336d15ca-d60e-4c90-9731-5d10f258c3a2	2415	3399	+	blaCFE-1_1	143-1146/1146	.=======/======	38/85	83.07	66.64	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	3397a31b-c436-4ca4-8e1d-ec1d3096cd09	2825	3156	+	tet(34)_1	89-421/465	..======/=====.	7/9	70.54	73.29	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	339bfbfa-2e4c-4f5e-b5bf-0c110ad25a0b	4830	5178	-	tet(34)_1	66-417/465	.=======/=====.	11/13	73.98	72.27	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	3443f93a-927a-4546-8e1a-524e75ed6548	2712	3976	+	mdf(A)_1	3-1233/1233	========/======	48/90	97.57	86.54	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	345bfe47-26ab-4be6-9d7f-f09bf2ad3871	3168	4386	-	mdf(A)_1	1-1233/1233	========/======	49/84	96.03	88.64	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	3493760b-462e-406b-8c24-d0195edbfe2b	6157	6511	+	tet(34)_1	66-421/465	.=======/=====.	8/11	75.27	71.75	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	3497a3fc-73a9-4470-a6e0-e8e64246a53f	70	1010	+	blaCMY-74_1	136-1091/1146	.=======/======	35/89	78.88	68.08	resfinder	JX440349	blaCMY-74	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	34a0cb8f-e0ab-4451-97c3-a9280a6403cf	624	1570	-	blaCMY-20_1	136-1091/1143	.=======/======	36/69	80.23	67.55	resfinder	AY960293	blaCMY-20	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	34a34520-de91-4ba4-8cc4-48d111b6b459	1399	1700	-	tet(34)_1	103-412/465	...=====/=====.	7/14	64.30	71.56	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	34b0aaf3-54f8-4aaa-9123-bbd0ff7d4a54	1248	2246	+	blaCMY-82_1	145-1146/1146	.=======/======	31/63	84.55	66.47	resfinder	KJ207203	blaCMY-82	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	34eeb839-9188-4439-a05f-81c94113ec74	1890	2881	+	blaCFE-1_1	136-1146/1146	.=======/======	42/71	84.29	68.37	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	35195e69-776b-47c9-822e-1c3310879578	388	1585	-	mdf(A)_1	1-1231/1233	========/======	44/73	95.54	88.09	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	354b350f-bec9-45f7-b652-2a1a93edfac8	1	1177	-	mdf(A)_1	1-1184/1233	========/======	37/61	93.27	89.10	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	357cacf9-90f2-4afd-a257-12e088b6be39	615	1833	+	mdf(A)_1	1-1233/1233	========/======	61/106	95.13	84.36	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	3580b426-8c85-4e88-af27-6fd4a4a5447b	1833	2152	-	tet(34)_1	112-421/465	...=====/=====.	9/16	66.02	71.52	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	3590bfa5-b1a2-4d22-aada-aa3a2af86bad	2594	3825	+	mdf(A)_1	1-1233/1233	========/======	43/77	96.84	87.96	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	35960603-7458-43ee-8689-1a62fa102b83	1023	2064	+	blaCMY-129_1	37-1093/1146	========/======	40/77	88.22	67.28	resfinder	KM985467	blaCMY-129	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	3599cb55-f20b-461e-a100-137eb360edc0	1190	2120	+	blaCMY-124_1	136-1097/1146	.=======/======	36/69	79.58	67.99	resfinder	KM985462	blaCMY-124	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	35ad0e15-6b04-4bb5-8b50-ae9e6fd39d10	390	1546	-	mdf(A)_1	1-1214/1233	========/======	52/99	92.13	86.07	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	35b6235b-3dcc-46a8-b7e6-2daae00b63ea	5913	6727	+	blaCFE-1_1	87-915/1146	.=======/====..	30/56	69.28	67.88	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	35e40597-7c68-4a51-84e3-ffa3ad5420e1	231	1420	+	mdf(A)_1	1-1207/1233	========/======	30/61	94.73	90.89	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	35ebf6f4-b18e-4ba1-b6bd-d46bc4e78c43	41	1014	+	mdf(A)_1	244-1224/1233	..======/======	47/103	75.10	81.83	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	35f9a048-f48e-40a5-8ead-479080dfd735	4328	5552	+	mdf(A)_1	5-1228/1233	========/======	44/75	96.27	88.59	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	36124e06-70ca-4d3b-9e02-724d227ab332	3155	4230	-	blaCMY-104_1	37-1130/1146	========/======	32/56	92.23	68.10	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	361d41fc-9bd4-4762-8058-357b747545c7	400	1416	+	blaCMY-74_1	37-1085/1146	========/======	35/82	86.56	66.95	resfinder	JX440349	blaCMY-74	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	366cc429-0ca4-438b-b57d-48e4ee816e84	3716	4894	-	mdf(A)_1	1-1212/1233	========/======	37/63	94.40	89.00	resfinder	Y08743	mdf(A)	
